ps_number,mfg_part_number,name,brand,appliance_type,price,in_stock,rating,review_count,installation_difficulty,source_url
PS11757044,WPW10670845,Amana Refrigerator Ice Bucket,Whirlpool,refrigerator,82.07,True,4.9,67,Really Easy,https://www.partselect.com/PS11757044-Whirlpool-WPW10670845-Ice-Bucket.htm
PS11752389,WPW10300022,Amana Refrigerator Ice Maker Replacement,Whirlpool,refrigerator,156.89,True,4.8,32,Really Easy,https://www.partselect.com/PS11752389-Whirlpool-WPW10300022-Refrigerator-Ice-Maker-Replacement.htm
PS11769140,W10882923,Amana Refrigerator Ice Maker Assembly,Whirlpool,refrigerator,106.89,True,4.3,52,Easy,https://www.partselect.com/PS11769140-Whirlpool-W10882923-Ice-Maker-Assembly.htm
PS11749920,WPW10190965,Amana Refrigerator Ice Maker,Whirlpool,refrigerator,92.1,True,4.7,53,Really Easy,https://www.partselect.com/PS11749920-Whirlpool-WPW10190965-Ice-Maker.htm
PS12348707,W11185686,Amana Refrigerator Ice Bucket,Whirlpool,refrigerator,222.66,True,4.9,9,,https://www.partselect.com/PS12348707-Whirlpool-W11185686-Ice-Bucket.htm
PS11731153,W10850492,Amana Refrigerator Ice Bucket,Whirlpool,refrigerator,156.58,True,3.6,9,Very Easy,https://www.partselect.com/PS11731153-Whirlpool-W10850492-Ice-Bucket.htm
PS11739042,WP2182179,Amana Refrigerator Lower Door Closing Cam,Whirlpool,refrigerator,7.7,True,4.6,94,Really Easy,https://www.partselect.com/PS11739042-Whirlpool-WP2182179-Lower-Door-Closing-Cam.htm
PS11752991,WPW10329686,Amana Refrigerator Door Cam - Black,Whirlpool,refrigerator,9.89,True,4.7,73,Really Easy,https://www.partselect.com/PS11752991-Whirlpool-WPW10329686-Door-Cam-Black.htm
PS11743547,WP67003638,Amana Refrigerator Door Closer - White,Whirlpool,refrigerator,11.09,True,3.0,2,Easy,https://www.partselect.com/PS11743547-Whirlpool-WP67003638-Door-Closer-White.htm
PS1964648,W10169313,Amana Refrigerator Door Switch Kit,Whirlpool,refrigerator,29.92,True,4.7,20,Really Easy,https://www.partselect.com/PS1964648-Whirlpool-W10169313-Door-Switch-Kit.htm
PS11759516,W10830189,Amana Refrigerator Door Gasket - White,Whirlpool,refrigerator,158.94,True,4.8,29,Very Easy,https://www.partselect.com/PS11759516-Whirlpool-W10830189-Refrigerator-Door-Gasket-White.htm
PS323895,2159061,Amana Refrigerator Door Gasket - Beige,Whirlpool,refrigerator,130.92,True,4.3,9,Easy,https://www.partselect.com/PS323895-Whirlpool-2159061-Refrigerator-Door-Gasket-Beige.htm
PS11738527,WP12550116Q,Amana Refrigerator Freezer Door Gasket,Whirlpool,refrigerator,106.02,True,4.6,15,Easy,https://www.partselect.com/PS11738527-Whirlpool-WP12550116Q-Freezer-Door-Gasket.htm
PS5573760,W10407216,Amana Refrigerator Door Gasket - Gray,Whirlpool,refrigerator,143.89,True,4.4,7,A Bit Difficult,https://www.partselect.com/PS5573760-Whirlpool-W10407216-Door-Gasket-Gray.htm
PS11727983,W10838574,Amana Refrigerator Door Gasket - White,Whirlpool,refrigerator,58.89,True,4.0,1,,https://www.partselect.com/PS11727983-Whirlpool-W10838574-Refrigerator-Door-Gasket-White.htm
PS12731167,W11396037,Amana Refrigerator Door Gasket - Right (White),Whirlpool,refrigerator,149.52,True,4.9,8,Really Easy,https://www.partselect.com/PS12731167-Whirlpool-W11396037-Refrigerator-Door-Gasket-Right-White.htm
PS11723195,W10827914,Amana Refrigerator Pantry Drawer Lid,Whirlpool,refrigerator,109.89,True,4.8,84,Very Easy,https://www.partselect.com/PS11723195-Whirlpool-W10827914-Refrigerator-Pantry-Drawer-Lid.htm
PS11739972,WP2260518W,"Amana Refrigerator Cap, Water Filter (White)",Whirlpool,refrigerator,27.48,True,4.6,27,Really Easy,https://www.partselect.com/PS11739972-Whirlpool-WP2260518W-Cap-Water-Filter-White.htm
PS16744711,W11595196,Amana Refrigerator COVER,Whirlpool,refrigerator,85.88,True,4.3,3,Very Easy,https://www.partselect.com/PS16744711-Whirlpool-W11595196-COVER.htm
PS11739971,WP2260518MG,Amana Refrigerator Water Filter Cap - Gray,Whirlpool,refrigerator,43.15,True,4.5,17,Very Easy,https://www.partselect.com/PS11739971-Whirlpool-WP2260518MG-Water-Filter-Cap-Gray.htm
PS11738929,WP2156007,Amana Refrigerator End Cap Trim - White,Whirlpool,refrigerator,11.05,True,,,Really Easy,https://www.partselect.com/PS11738929-Whirlpool-WP2156007-End-Cap-Trim-White.htm
PS12349507,W11223835,Amana Refrigerator COVER,Whirlpool,refrigerator,102.68,True,,,Easy,https://www.partselect.com/PS12349507-Whirlpool-W11223835-COVER.htm
PS12717432,W11338583,Amana Refrigerator BULB-LIGHT,Whirlpool,refrigerator,48.67,True,4.4,27,Very Easy,https://www.partselect.com/PS12717432-Whirlpool-W11338583-BULB-LIGHT.htm
PS12349398,W11216993,Amana Refrigerator BULB-LIGHT,Whirlpool,refrigerator,51.17,True,5.0,3,,https://www.partselect.com/PS12349398-Whirlpool-W11216993-BULB-LIGHT.htm
PS11765660,W10887190,Amana Refrigerator Light Bulb,Whirlpool,refrigerator,20.89,True,5.0,1,Easy,https://www.partselect.com/PS11765660-Whirlpool-W10887190-Light-Bulb.htm
PS3497634,W10408179,Amana Refrigerator Water Inlet Valve,Whirlpool,refrigerator,79.62,True,4.7,100,Easy,https://www.partselect.com/PS3497634-Whirlpool-W10408179-Water-Inlet-Valve.htm
PS11749668,WPW10179146,Amana Refrigerator Water Inlet Valve,Whirlpool,refrigerator,82.19,True,4.6,11,Really Easy,https://www.partselect.com/PS11749668-Whirlpool-WPW10179146-Water-Inlet-Valve.htm
PS11738056,W10865826,Amana Refrigerator Water Inlet Valve,Whirlpool,refrigerator,72.4,True,4.8,13,Really Easy,https://www.partselect.com/PS11738056-Whirlpool-W10865826-Water-Inlet-Valve.htm
PS11740365,WP2315576,Amana Refrigerator Single Water Inlet Valve,Whirlpool,refrigerator,71.41,True,4.6,28,Really Easy,https://www.partselect.com/PS11740365-Whirlpool-WP2315576-Refrigerator-Single-Water-Inlet-Valve.htm
PS11755669,WPW10498990,Amana Refrigerator Water Inlet Valve,Whirlpool,refrigerator,115.19,True,4.8,9,Easy,https://www.partselect.com/PS11755669-Whirlpool-WPW10498990-Water-Inlet-Valve.htm
PS16875686,W11645245,Amana Refrigerator VALVE,Whirlpool,refrigerator,67.99,True,,,,https://www.partselect.com/PS16875686-Whirlpool-W11645245-VALVE.htm
PS11755667,WPW10498976,Amana Refrigerator Water Inlet Valve,Whirlpool,refrigerator,109.51,True,4.8,6,Really Easy,https://www.partselect.com/PS11755667-Whirlpool-WPW10498976-Water-Inlet-Valve.htm
PS11754529,WPW10420083,Amana Refrigerator Water Inlet Valve Assembly,Whirlpool,refrigerator,96.89,True,5.0,6,Really Easy,https://www.partselect.com/PS11754529-Whirlpool-WPW10420083-Refrigerator-Water-Inlet-Valve-Assembly.htm
PS11743618,WP67005154,Amana Refrigerator Dual Water Valve,Whirlpool,refrigerator,103.27,True,4.7,19,Easy,https://www.partselect.com/PS11743618-Whirlpool-WP67005154-Dual-Water-Valve.htm
PS11743697,WP67006531,Amana Refrigerator Dual Water Inlet Valve,Whirlpool,refrigerator,135.66,True,4.7,18,Easy,https://www.partselect.com/PS11743697-Whirlpool-WP67006531-Dual-Water-Inlet-Valve.htm
PS11740359,WP2315539,Amana Refrigerator Evaporator Fan Motor,Whirlpool,refrigerator,66.41,True,4.8,54,Really Easy,https://www.partselect.com/PS11740359-Whirlpool-WP2315539-Evaporator-Fan-Motor.htm
PS1957416,W10124096,Amana Refrigerator Condenser Fan Motor Kit,Whirlpool,refrigerator,127.42,True,4.8,51,Easy,https://www.partselect.com/PS1957416-Whirlpool-W10124096-Condenser-Fan-Motor-Kit.htm
PS11749890,WPW10189703,Amana Refrigerator Evaporator Fan Motor - 60Hz 120V,Whirlpool,refrigerator,46.89,True,4.7,31,Easy,https://www.partselect.com/PS11749890-Whirlpool-WPW10189703-Evaporator-Fan-Motor-60Hz-120V.htm
PS11723175,W10822606,Amana Refrigerator Ice Bucket Auger Motor,Whirlpool,refrigerator,134.19,True,4.6,10,Really Easy,https://www.partselect.com/PS11723175-Whirlpool-W10822606-Ice-Bucket-Auger-Motor.htm
PS376645,482731,Amana Refrigerator Evaporator Fan Motor Kit,Whirlpool,refrigerator,74.04,True,4.4,24,Easy,https://www.partselect.com/PS376645-Whirlpool-482731-Evaporator-Fan-Motor-Kit.htm
PS557957,4389144,Amana Refrigerator Evaporator Fan Motor - 120V 60Hz,Whirlpool,refrigerator,85.23,True,4.4,26,Easy,https://www.partselect.com/PS557957-Whirlpool-4389144-Evaporator-Fan-Motor-120V-60Hz.htm
PS11739232,WP2198202,Amana Refrigerator Thermostat Assembly,Whirlpool,refrigerator,85.01,True,4.6,60,Easy,https://www.partselect.com/PS11739232-Whirlpool-WP2198202-Thermostat-Assembly.htm
PS11750673,WPW10225581,Amana Refrigerator Bi-Metal Defrost Thermostat,Whirlpool,refrigerator,30.89,True,4.7,30,Easy,https://www.partselect.com/PS11750673-Whirlpool-WPW10225581-Bi-Metal-Defrost-Thermostat.htm
PS11740364,WP2315562,Amana Refrigerator Thermostat,Whirlpool,refrigerator,96.55,True,4.3,12,Easy,https://www.partselect.com/PS11740364-Whirlpool-WP2315562-Thermostat.htm
PS11738231,WP10442411,Amana Refrigerator Bimetal Defrost Thermostat,Whirlpool,refrigerator,41.91,True,4.4,5,Easy,https://www.partselect.com/PS11738231-Whirlpool-WP10442411-Bimetal-Defrost-Thermostat.htm
PS2003451,12001937,Amana Refrigerator Defrost Thermostat Kit,Whirlpool,refrigerator,74.0,True,4.8,5,Easy,https://www.partselect.com/PS2003451-Whirlpool-12001937-Defrost-Thermostat-Kit.htm
PS11756642,WPW10594330,Amana Refrigerator Air Damper Assembly,Whirlpool,refrigerator,109.33,True,,2,,https://www.partselect.com/PS11756642-Whirlpool-WPW10594330-Refrigerator-Air-Damper-Assembly.htm
PS11738607,WP12729128,Amana Refrigerator DEFROST HEATER,Whirlpool,refrigerator,88.43,True,5.0,1,,https://www.partselect.com/PS11738607-Whirlpool-WP12729128-DEFROST-HEATER.htm
PS11752658,WPW10316428,Amana Refrigerator Defrost Heater,Whirlpool,refrigerator,142.35,True,,,,https://www.partselect.com/PS11752658-Whirlpool-WPW10316428-Defrost-Heater.htm
PS11740459,WP2323198,"Amana Refrigerator Heater, Defrost",Whirlpool,refrigerator,61.0,True,5.0,4,,https://www.partselect.com/PS11740459-Whirlpool-WP2323198-Heater-Defrost.htm
PS11739991,WP2263749,"Amana Refrigerator Heater, Defrost",Whirlpool,refrigerator,62.02,True,4.4,5,A Bit Difficult,https://www.partselect.com/PS11739991-Whirlpool-WP2263749-Heater-Defrost.htm
PS11743110,WP61001846,Amana Refrigerator Defrost Heater - 500W 115V,Whirlpool,refrigerator,51.66,True,5.0,3,A Bit Difficult,https://www.partselect.com/PS11743110-Whirlpool-WP61001846-Defrost-Heater-500W-115V.htm
PS11743275,WP61006116,Amana Refrigerator Defrost Heater and Thermostat Assembly,Whirlpool,refrigerator,60.4,True,5.0,2,Easy,https://www.partselect.com/PS11743275-Whirlpool-WP61006116-Defrost-Heater-and-Thermostat-Assembly.htm
PS11738606,WP12729127,Amana Refrigerator Heater,Whirlpool,refrigerator,97.44,True,,,,https://www.partselect.com/PS11738606-Whirlpool-WP12729127-Heater.htm
PS11740358,WP2315531,"Amana Refrigerator Heater, Defrost",Whirlpool,refrigerator,87.98,True,5.0,1,Very Easy,https://www.partselect.com/PS11740358-Whirlpool-WP2315531-Heater-Defrost.htm
PS12070626,W11087201,Amana Refrigerator HEATER,Whirlpool,refrigerator,70.75,True,,,,https://www.partselect.com/PS12070626-Whirlpool-W11087201-HEATER.htm
PS11738605,WP12729123,Amana Refrigerator Defrost Heater Assembly,Whirlpool,refrigerator,109.76,True,,,,https://www.partselect.com/PS11738605-Whirlpool-WP12729123-Defrost-Heater-Assembly.htm
PS11739222,WP2196157,Amana Refrigerator Ice Maker Water Fill Tube Kit,Whirlpool,refrigerator,10.13,True,4.6,27,Really Easy,https://www.partselect.com/PS11739222-Whirlpool-WP2196157-Ice-Maker-Water-Fill-Tube-Kit.htm
PS886401,8201597,Amana Refrigerator Filter Inlet Water Tube,Whirlpool,refrigerator,46.75,False,4.8,18,Easy,https://www.partselect.com/PS886401-Whirlpool-8201597-Filter-Inlet-Water-Tube.htm
PS11757031,WPW10664271,Amana Refrigerator Water Valve Tubing,Whirlpool,refrigerator,25.01,True,3.5,4,,https://www.partselect.com/PS11757031-Whirlpool-WPW10664271-Water-Valve-Tubing.htm
PS886371,8201537,Amana Refrigerator Water Dispenser Fitting and Tube Assembly,Whirlpool,refrigerator,72.95,True,4.3,7,Really Easy,https://www.partselect.com/PS886371-Whirlpool-8201537-Water-Dispenser-Fitting-and-Tube-Assembly.htm
PS11739923,WP2256101,Amana Refrigerator Complete Dairy Compartment Door - Clear,Whirlpool,refrigerator,58.29,True,4.5,13,Easy,https://www.partselect.com/PS11739923-Whirlpool-WP2256101-Complete-Dairy-Compartment-Door-Clear.htm
PS11743531,WP67003405,Amana Refrigerator Pivot Block,Whirlpool,refrigerator,11.09,True,4.9,15,Really Easy,https://www.partselect.com/PS11743531-Whirlpool-WP67003405-Pivot-Block.htm
PS11738596,WP12722803B,Amana Refrigerator Vertical Mullion Rail - Black,Whirlpool,refrigerator,166.63,True,5.0,23,Really Easy,https://www.partselect.com/PS11738596-Whirlpool-WP12722803B-Refrigerator-Vertical-Mullion-Rail-Black.htm
PS11739749,WP2218113,Amana Refrigerator Compartment Door,Whirlpool,refrigerator,42.45,True,4.9,9,Really Easy,https://www.partselect.com/PS11739749-Whirlpool-WP2218113-Compartment-Door.htm
PS11749098,WPW10151713,Amana Refrigerator Flipper Assembly,Whirlpool,refrigerator,166.51,True,5.0,8,Really Easy,https://www.partselect.com/PS11749098-Whirlpool-WPW10151713-Refrigerator-Flipper-Assembly.htm
PS11739650,WP2207942,Amana Refrigerator Compartment Door - Clear,Whirlpool,refrigerator,46.46,True,4.8,4,,https://www.partselect.com/PS11739650-Whirlpool-WP2207942-Compartment-Door-Clear.htm
PS11743546,WP67003637,Amana Refrigerator Dairy Door,Whirlpool,refrigerator,53.07,True,5.0,1,Really Easy,https://www.partselect.com/PS11743546-Whirlpool-WP67003637-Dairy-Door.htm
PS11754562,WPW10421484,Amana Refrigerator Door Retainer bar - White,Whirlpool,refrigerator,76.61,True,5.0,2,Really Easy,https://www.partselect.com/PS11754562-Whirlpool-WPW10421484-Door-Retainer-bar-White.htm
PS11738983,WP2171713,"Amana Refrigerator Door, Ice Compartment",Whirlpool,refrigerator,56.55,True,5.0,5,Really Easy,https://www.partselect.com/PS11738983-Whirlpool-WP2171713-Door-Ice-Compartment.htm
PS11739748,WP2218109,Amana Refrigerator Door Compartment,Whirlpool,refrigerator,48.02,True,,,Really Easy,https://www.partselect.com/PS11739748-Whirlpool-WP2218109-Door-Compartment.htm
PS11755733,WPW10503278,Amana Refrigerator Electronic Control Board,Whirlpool,refrigerator,157.9,True,4.7,25,Easy,https://www.partselect.com/PS11755733-Whirlpool-WPW10503278-Electronic-Control-Board.htm
PS2167006,R0131577,Amana Refrigerator Defrost Timer Kit - 120V 60Hz,Whirlpool,refrigerator,31.79,True,5.0,3,Easy,https://www.partselect.com/PS2167006-Whirlpool-R0131577-Defrost-Timer-Kit-120V-60Hz.htm
PS11743579,WP67004151,Amana Refrigerator Facade Insert - Black,Whirlpool,refrigerator,46.12,True,5.0,13,Really Easy,https://www.partselect.com/PS11743579-Whirlpool-WP67004151-Facade-Insert-Black.htm
PS372261,4388932,Amana Refrigerator Electronic Defrost Control Board with Wire Harness and Screws,Whirlpool,refrigerator,309.13,True,5.0,1,Easy,https://www.partselect.com/PS372261-Whirlpool-4388932-Electronic-Defrost-Control-Board-with-Wire-Harness-and-Screws.htm
PS12745754,W11436574,Amana Refrigerator CNTRL-ELEC,Whirlpool,refrigerator,113.4,True,,,,https://www.partselect.com/PS12745754-Whirlpool-W11436574-CNTRL-ELEC.htm
PS372260,4388931,Amana Refrigerator Defrost Board,Whirlpool,refrigerator,201.35,True,5.0,1,Really Easy,https://www.partselect.com/PS372260-Whirlpool-4388931-Refrigerator-Defrost-Board.htm
PS16730924,W11596045,Amana Refrigerator ARM-CONTRL,Whirlpool,refrigerator,25.15,True,,,,https://www.partselect.com/PS16730924-Whirlpool-W11596045-ARM-CONTRL.htm
PS16221228,W11500948,Amana Refrigerator BRACKET,Whirlpool,refrigerator,33.63,True,5.0,1,,https://www.partselect.com/PS16221228-Whirlpool-W11500948-BRACKET.htm
PS11751991,WPW10284685,Amana Refrigerator Slide Bracket - White - Right Side,Whirlpool,refrigerator,23.92,True,5.0,1,Really Easy,https://www.partselect.com/PS11751991-Whirlpool-WPW10284685-Slide-Bracket-White-Right-Side.htm
PS10057162,W10728484,Amana Refrigerator Control Bracket,Whirlpool,refrigerator,48.61,True,4.7,3,,https://www.partselect.com/PS10057162-Whirlpool-W10728484-Control-Bracket.htm
PS11739622,WP2206629B,"Amana Refrigerator Bracket, Door Stop (Black)",Whirlpool,refrigerator,28.07,False,5.0,2,Very Easy,https://www.partselect.com/PS11739622-Whirlpool-WP2206629B-Bracket-Door-Stop-Black.htm
PS11753272,WPW10344432,Amana Refrigerator BLOCK-PIV,Whirlpool,refrigerator,10.8,True,5.0,1,,https://www.partselect.com/PS11753272-Whirlpool-WPW10344432-BLOCK-PIV.htm
PS11731140,W10850332,Amana Refrigerator Left Side Bracket,Whirlpool,refrigerator,71.68,True,,,,https://www.partselect.com/PS11731140-Whirlpool-W10850332-Left-Side-Bracket.htm
PS11731386,W10858092,Amana Refrigerator Right Side Bracket,Whirlpool,refrigerator,75.03,True,,,,https://www.partselect.com/PS11731386-Whirlpool-W10858092-Right-Side-Bracket.htm
PS11754081,WPW10389152,Amana Refrigerator Support,Whirlpool,refrigerator,19.32,True,,,,https://www.partselect.com/PS11754081-Whirlpool-WPW10389152-Support.htm
PS12347981,W11164152,Amana Refrigerator ROLLER,Whirlpool,refrigerator,9.87,True,,,Really Easy,https://www.partselect.com/PS12347981-Whirlpool-W11164152-ROLLER.htm
PS11755875,WPW10515762,Amana Refrigerator Single Roller - Right Front,Whirlpool,refrigerator,51.04,True,,,,https://www.partselect.com/PS11755875-Whirlpool-WPW10515762-Single-Roller-Right-Front.htm
PS12348389,W11175807,Amana Refrigerator AXLE,Whirlpool,refrigerator,19.58,True,,,Really Easy,https://www.partselect.com/PS12348389-Whirlpool-W11175807-AXLE.htm
PS11755876,WPW10515763,Amana Refrigerator Single Roller - Left Front,Whirlpool,refrigerator,51.52,True,5.0,3,A Bit Difficult,https://www.partselect.com/PS11755876-Whirlpool-WPW10515763-Single-Roller-Left-Front.htm
PS11738962,WP2166108,Amana Refrigerator Front Roller,Whirlpool,refrigerator,34.48,True,4.8,4,A Bit Difficult,https://www.partselect.com/PS11738962-Whirlpool-WP2166108-Front-Roller.htm
PS16730893,W11594405,Amana Refrigerator AXLE,Whirlpool,refrigerator,13.91,True,2.0,1,,https://www.partselect.com/PS16730893-Whirlpool-W11594405-AXLE.htm
PS11738235,WP10450603,Amana Refrigerator Single Roller,Whirlpool,refrigerator,9.51,True,2.5,2,A Bit Difficult,https://www.partselect.com/PS11738235-Whirlpool-WP10450603-Single-Roller.htm
PS11751112,WPW10250570,Amana Refrigerator Rear Roller,Whirlpool,refrigerator,33.03,True,,,Easy,https://www.partselect.com/PS11751112-Whirlpool-WPW10250570-Rear-Roller.htm
PS11755335,WPW10475495,Amana Refrigerator ROLLER-CAB,Whirlpool,refrigerator,29.44,True,5.0,2,Really Easy,https://www.partselect.com/PS11755335-Whirlpool-WPW10475495-ROLLER-CAB.htm
PS11752443,WPW10304659,Amana Refrigerator Cabinet Roller Assembly - Right Front,Whirlpool,refrigerator,46.53,True,,,,https://www.partselect.com/PS11752443-Whirlpool-WPW10304659-Cabinet-Roller-Assembly-Right-Front.htm
PS11759689,W10873801,Amana Refrigerator START-DEV,Whirlpool,refrigerator,75.88,True,5.0,2,Very Easy,https://www.partselect.com/PS11759689-Whirlpool-W10873801-START-DEV.htm
PS11754876,WPW10448874,Amana Refrigerator Start Relay,Whirlpool,refrigerator,93.86,True,2.8,5,Really Easy,https://www.partselect.com/PS11754876-Whirlpool-WPW10448874-Start-Relay.htm
PS16543583,W11524472,Amana Refrigerator START-DEV,Whirlpool,refrigerator,23.06,True,,,,https://www.partselect.com/PS16543583-Whirlpool-W11524472-START-DEV.htm
PS12070730,W11092533,Amana Refrigerator START-DEV,Whirlpool,refrigerator,72.98,True,1.0,1,Very Easy,https://www.partselect.com/PS12070730-Whirlpool-W11092533-START-DEV.htm
PS11750010,WPW10194431,Amana Refrigerator Compressor Overload and Start Relay,Whirlpool,refrigerator,96.73,True,5.0,3,Very Easy,https://www.partselect.com/PS11750010-Whirlpool-WPW10194431-Compressor-Overload-and-Start-Relay.htm
PS11738533,WP12555902,Amana Refrigerator Overload Relay Combination,Whirlpool,refrigerator,98.26,True,4.3,3,Easy,https://www.partselect.com/PS11738533-Whirlpool-WP12555902-Overload-Relay-Combination.htm
PS11739742,WP2217224,"Amana Refrigerator Relay, Start (Production)",Whirlpool,refrigerator,60.07,True,,,,https://www.partselect.com/PS11739742-Whirlpool-WP2217224-Relay-Start-Production.htm
PS11739623,WP2206670B,Amana Refrigerator Dispenser Overflow Grille,Whirlpool,refrigerator,42.79,True,5.0,25,Really Easy,https://www.partselect.com/PS11739623-Whirlpool-WP2206670B-Refrigerator-Dispenser-Overflow-Grille.htm
PS11738664,WP12999301B,Amana Refrigerator Dispenser Grille - Black,Whirlpool,refrigerator,15.91,True,4.9,11,Really Easy,https://www.partselect.com/PS11738664-Whirlpool-WP12999301B-Dispenser-Grille-Black.htm
PS11753582,WPW10353552,Amana Refrigerator Ice Door and Chute Module Kit,Whirlpool,refrigerator,120.73,True,5.0,1,,https://www.partselect.com/PS11753582-Whirlpool-WPW10353552-Ice-Door-and-Chute-Module-Kit.htm
PS11739625,WP2206670W,Amana Refrigerator Overflow Grille - White,Whirlpool,refrigerator,50.8,True,4.9,14,,https://www.partselect.com/PS11739625-Whirlpool-WP2206670W-Overflow-Grille-White.htm
PS11753827,WPW10368730,Amana Refrigerator Dispenser Actuator Pad - Stainless Steel,Whirlpool,refrigerator,208.32,True,,,,https://www.partselect.com/PS11753827-Whirlpool-WPW10368730-Dispenser-Actuator-Pad-Stainless-Steel.htm
PS11743632,WP67005636,Amana Refrigerator Dispenser Grille,Whirlpool,refrigerator,46.27,True,5.0,5,Easy,https://www.partselect.com/PS11743632-Whirlpool-WP67005636-Dispenser-Grille.htm
PS11749101,WPW10152858,Amana Refrigerator Water Dispenser Lever - White,Whirlpool,refrigerator,53.07,True,3.0,3,Easy,https://www.partselect.com/PS11749101-Whirlpool-WPW10152858-Water-Dispenser-Lever-White.htm
PS11738673,WP13005701B,Amana Refrigerator Chute Assembly - Black,Whirlpool,refrigerator,177.26,True,,,Really Easy,https://www.partselect.com/PS11738673-Whirlpool-WP13005701B-Chute-Assembly-Black.htm
PS11738597,WP12722803W,Amana Refrigerator Vertical Mullion Rail - White,Whirlpool,refrigerator,163.44,True,4.4,12,Really Easy,https://www.partselect.com/PS11738597-Whirlpool-WP12722803W-Vertical-Mullion-Rail-White.htm
PS12070848,W11097831,Amana Refrigerator TRIM-DOOR,Whirlpool,refrigerator,14.87,True,,,,https://www.partselect.com/PS12070848-Whirlpool-W11097831-TRIM-DOOR.htm
PS12114451,W11126055,Amana Refrigerator Door Trim,Whirlpool,refrigerator,72.38,True,,,,https://www.partselect.com/PS12114451-Whirlpool-W11126055-Refrigerator-Door-Trim.htm
PS12114490,W11129820,Amana Refrigerator TRIM-DOOR,Whirlpool,refrigerator,68.84,True,1.0,1,,https://www.partselect.com/PS12114490-Whirlpool-W11129820-TRIM-DOOR.htm
PS11750691,WPW10231343,Amana Refrigerator Crisper Shelf Front Trim - White,Whirlpool,refrigerator,76.23,True,4.7,3,Really Easy,https://www.partselect.com/PS11750691-Whirlpool-WPW10231343-Crisper-Shelf-Front-Trim-White.htm
PS11739022,WP2179243,Amana Refrigerator Snack Pan Handle Trim,Whirlpool,refrigerator,39.8,True,,,,https://www.partselect.com/PS11739022-Whirlpool-WP2179243-Snack-Pan-Handle-Trim.htm
PS12348156,W11170805,Amana Refrigerator TRIM-DOOR,Whirlpool,refrigerator,57.31,True,,,,https://www.partselect.com/PS12348156-Whirlpool-W11170805-TRIM-DOOR.htm
PS11739021,WP2179234,"Amana Refrigerator Trim, Meat Pan",Whirlpool,refrigerator,50.06,True,1.0,1,,https://www.partselect.com/PS11739021-Whirlpool-WP2179234-Trim-Meat-Pan.htm
PS11750721,WPW10231481,Amana Refrigerator TRIM-SHELF,Whirlpool,refrigerator,49.32,True,,,,https://www.partselect.com/PS11750721-Whirlpool-WPW10231481-TRIM-SHELF.htm
PS3489456,W10313178,Amana Refrigerator TRIM-SHELF,Whirlpool,refrigerator,44.43,True,,,,https://www.partselect.com/PS3489456-Whirlpool-W10313178-TRIM-SHELF.htm
PS11756053,WPW10534155,Amana Refrigerator Kickplate Grille - Apollo Gray,Whirlpool,refrigerator,79.99,True,4.5,24,Really Easy,https://www.partselect.com/PS11756053-Whirlpool-WPW10534155-Kickplate-Grille-Apollo-Gray.htm
PS11756051,WPW10534153,Amana Refrigerator Kickplate Grille - Black,Whirlpool,refrigerator,81.44,True,4.6,23,Really Easy,https://www.partselect.com/PS11756051-Whirlpool-WPW10534153-Kickplate-Grille-Black.htm
PS11743705,WP67006687,Amana Refrigerator Kickplate Grille - Black,Whirlpool,refrigerator,72.57,True,4.9,12,Really Easy,https://www.partselect.com/PS11743705-Whirlpool-WP67006687-Kickplate-Grille-Black.htm
PS11749612,WPW10175909,"Amana Refrigerator Grille, Shroud",Whirlpool,refrigerator,54.87,True,5.0,5,,https://www.partselect.com/PS11749612-Whirlpool-WPW10175909-Grille-Shroud.htm
PS11756054,WPW10534160,Amana Refrigerator GRILLE-FRT,Whirlpool,refrigerator,57.39,True,5.0,4,Very Easy,https://www.partselect.com/PS11756054-Whirlpool-WPW10534160-GRILLE-FRT.htm
PS11756055,WPW10534161,Amana Refrigerator Toe Kick Plate - White,Whirlpool,refrigerator,71.19,True,5.0,1,Very Easy,https://www.partselect.com/PS11756055-Whirlpool-WPW10534161-Toe-Kick-Plate-White.htm
PS11756056,WPW10534162,Amana Refrigerator Kickplate Grille,Whirlpool,refrigerator,75.86,True,4.9,14,Really Easy,https://www.partselect.com/PS11756056-Whirlpool-WPW10534162-Kickplate-Grille.htm
PS11754212,WPW10397394,Amana Refrigerator Grille - Black,Whirlpool,refrigerator,37.86,True,4.7,3,Very Easy,https://www.partselect.com/PS11754212-Whirlpool-WPW10397394-Grille-Black.htm
PS11756052,WPW10534154,Amana Refrigerator Kickplate Grille - White,Whirlpool,refrigerator,78.95,True,5.0,4,,https://www.partselect.com/PS11756052-Whirlpool-WPW10534154-Kickplate-Grille-White.htm
PS2067826,67003900,Amana Refrigerator Damper Cover Insert,Whirlpool,refrigerator,11.09,True,,,Really Easy,https://www.partselect.com/PS2067826-Whirlpool-67003900-Damper-Cover-Insert.htm
PS11743615,WP67005140,Amana Refrigerator Freezer Door Handle,Whirlpool,refrigerator,95.96,True,4.7,30,Really Easy,https://www.partselect.com/PS11743615-Whirlpool-WP67005140-Freezer-Door-Handle.htm
PS11739780,WP2221946W,Amana Refrigerator Door Handle - White,Whirlpool,refrigerator,92.35,True,4.7,3,Really Easy,https://www.partselect.com/PS11739780-Whirlpool-WP2221946W-Door-Handle-White.htm
